Time;ActivePower;RotorRPM;WindSpeed
2020-03-22 16:50:00+00:00;543.2148239;110.2124314;5.983077572
2020-03-22 17:00:00+00:00;587.890545;119.5035311;6.129177611
2020-03-22 17:10:00+00:00;686.5774856;138.4944681;6.5776721
2020-03-22 17:20:00+00:00;772.4543261;155.2391472;6.561027639
2020-03-22 17:30:00+00:00;767.1990756;155.8215778;6.90330535
2020-03-22 17:40:00+00:00;572.9827463;116.6430599;6.286584016
2020-03-22 17:50:00+00:00;613.0427728;122.3267961;6.504416533
2020-03-22 18:00:00+00:00;631.3115826;129.7632784;6.3118946
2020-03-22 18:10:00+00:00;639.463525;131.2044003;6.389293835
2020-03-22 18:20:00+00:00;469.0873289;94.3771735;5.770566472
2020-03-22 18:30:00+00:00;547.2841961;110.4994259;6.057416561
2020-03-22 18:40:00+00:00;546.5210453;110.8070419;5.949878779
2020-03-22 18:50:00+00:00;482.1968174;97.85917432;5.6268893
2020-03-22 19:00:00+00:00;709.8202122;141.1298786;6.336916506
2020-03-22 19:10:00+00:00;726.4714622;147.6003011;6.583233144
2020-03-22 19:20:00+00:00;645.8421345;132.4165937;6.071429785
2020-03-22 19:30:00+00:00;710.0860178;144.9725389;6.5714554
2020-03-22 19:40:00+00:00;815.3510179;166.0429805;6.923847163
2020-03-22 19:50:00+00:00;730.5580544;147.8475839;6.443616461
2020-03-22 20:00:00+00:00;702.19414;140.5386211;6.373772006
2020-03-22 20:10:00+00:00;753.6323663;153.1430149;7.267099674
2020-03-22 20:20:00+00:00;815.0978111;164.7670217;6.794944339
2020-03-22 20:30:00+00:00;960.3760568;197.3934211;7.414541826
2020-03-22 20:40:00+00:00;807.49597;165.2020526;7.120036595
2020-03-22 20:50:00+00:00;794.5790417;160.0850278;7.050188789
2020-03-22 21:00:00+00:00;1001.486558;203.3166832;7.204878611
2020-03-22 21:10:00+00:00;1138.50166;229.9456563;7.547715511
2020-03-22 21:20:00+00:00;1069.365792;216.7696878;7.459416456
2020-03-22 21:30:00+00:00;1011.465908;205.3028111;7.372844189
2020-03-22 21:40:00+00:00;925.0960753;187.0805526;6.851394526
2020-03-22 21:50:00+00:00;790.7513306;162.09909;7.124466389
2020-03-22 22:00:00+00:00;549.5779026;113.0865011;6.006594632
2020-03-22 22:10:00+00:00;291.0371142;59.31794695;4.991447132
2020-03-22 22:20:00+00:00;231.4900444;47.12869767;4.853833144
2020-03-22 22:30:00+00:00;190.1991468;37.34843932;4.303341942
2020-03-22 22:40:00+00:00;217.96172;43.57620063;4.649815605
2020-03-22 22:50:00+00:00;267.9007022;51.68555117;5.012905378
2020-03-22 23:00:00+00:00;307.4818628;61.73982022;5.151555389
2020-03-22 23:10:00+00:00;265.6447617;53.21977706;5.121788739
2020-03-22 23:20:00+00:00;399.0548495;81.60039074;5.492878711
2020-03-22 23:30:00+00:00;191.7646582;38.23227242;4.353426111
2020-03-22 23:40:00+00:00;263.3597512;51.59948559;4.835635153
2020-03-22 23:50:00+00:00;377.9729484;77.11241695;5.474826011
2020-03-23 00:00:00+00:00;363.5581172;71.30246339;5.275260939
2020-03-23 00:10:00+00:00;516.8709347;104.0503734;6.076489274
2020-03-23 00:20:00+00:00;451.3199606;91.03839844;5.366544311
2020-03-23 00:30:00+00:00;585.1799233;118.7947166;6.494588761
2020-03-23 00:40:00+00:00;579.7993442;117.9982039;6.152647184
2020-03-23 00:50:00+00:00;526.9344153;107.5769006;5.821317424
2020-03-23 01:00:00+00:00;409.1684339;81.620987;5.507860906
2020-03-23 01:10:00+00:00;482.9866859;97.17453839;5.78524985
2020-03-23 01:20:00+00:00;514.4857342;103.9362209;5.761347179
2020-03-23 01:30:00+00:00;469.5087006;98.2680695;5.705688706
2020-03-23 01:40:00+00:00;625.9263053;127.5024966;6.207557726
2020-03-23 01:50:00+00:00;583.7796039;118.0387457;6.097972061
2020-03-23 02:00:00+00:00;802.3575695;159.662335;6.7763497
2020-03-23 02:10:00+00:00;902.1290811;186.0829892;7.039288578
2020-03-23 02:20:00+00:00;650.1046147;130.9033638;6.111915595
2020-03-23 02:30:00+00:00;687.1646226;140.1526258;6.565226111
2020-03-23 02:40:00+00:00;695.7378067;139.5057239;6.60292195
2020-03-23 02:50:00+00:00;816.9061168;165.9212963;6.983457653
2020-03-23 03:00:00+00:00;719.8740517;146.7108917;6.520794211
2020-03-23 03:10:00+00:00;520.7481006;105.9688622;6.134561
2020-03-23 03:20:00+00:00;359.7001994;72.04067228;5.245110928
2020-03-23 03:30:00+00:00;236.2469174;45.95406432;4.617899853
2020-03-23 03:40:00+00:00;174.9754132;34.65119753;4.224762989
2020-03-23 03:50:00+00:00;243.7070388;48.84201394;4.711929294
2020-03-23 04:00:00+00:00;192.4155514;37.94373379;4.397799837
2020-03-23 04:10:00+00:00;198.0180983;41.21500422;4.320144267
2020-03-23 04:20:00+00:00;127.8464612;26.90399569;3.980578747
2020-03-23 04:30:00+00:00;230.2564153;46.20992489;4.734427567
2020-03-23 04:40:00+00:00;154.0449791;30.27101611;4.092536684
2020-03-23 04:50:00+00:00;117.630514;22.59573142;4.181838694
2020-03-23 05:00:00+00:00;110.7364086;21.38799242;3.9382221
2020-03-23 05:10:00+00:00;237.1965389;49.09815519;4.649605356
2020-03-23 05:20:00+00:00;92.04911627;20.3687184;3.675841979
2020-03-23 05:30:00+00:00;134.1393012;27.48468632;3.840052505
2020-03-23 05:40:00+00:00;2.848141489;-5.806186281;3.044222094
2020-03-23 05:50:00+00:00;20.84423453;-2.643851245;3.649119815
2020-03-23 06:00:00+00:00;-8.453284742;-14.28123137;2.657068289
2020-03-23 06:10:00+00:00;-4.073336187;-11.62143448;3.285681088
2020-03-23 06:20:00+00:00;-8.303682694;-12.54386889;3.00319435
2020-03-23 06:30:00+00:00;6.5895535;-2.880299411;3.116849844
2020-03-23 06:40:00+00:00;21.8002002;2.026997717;3.057227644
2020-03-23 06:50:00+00:00;-8.368827226;-13.93584538;3.347299875
2020-03-23 07:00:00+00:00;-6.111713222;-10.31883802;3.511683156
2020-03-23 07:10:00+00:00;-8.539810142;-15.27063645;3.084268316
2020-03-23 07:20:00+00:00;6.364039406;-10.17227165;3.2685221
2020-03-23 07:30:00+00:00;151.6165852;24.72537974;4.137666517
2020-03-23 07:40:00+00:00;-9.168252528;-14.09167003;2.865694272
2020-03-23 07:50:00+00:00;48.46745441;1.752670327;3.871484026
2020-03-23 08:00:00+00:00;20.48631857;-4.175291044;3.045177644
2020-03-23 08:10:00+00:00;72.4522744;8.371807005;3.933241947
2020-03-23 08:20:00+00:00;157.7029303;32.29497938;4.120799839
2020-03-23 08:30:00+00:00;119.3902622;22.89113139;3.685620874
2020-03-23 08:40:00+00:00;-2.987064269;-8.790786172;3.416610989
2020-03-23 08:50:00+00:00;156.3125268;29.89223636;4.302857747
2020-03-23 09:00:00+00:00;162.1059361;25.35271516;4.312320884
2020-03-23 09:10:00+00:00;220.6620714;46.56944744;4.351082153
2020-03-23 09:20:00+00:00;283.8776108;56.80449714;4.793405367
2020-03-23 09:30:00+00:00;484.1386742;98.66659137;5.553952379
2020-03-23 09:40:00+00:00;326.4945432;70.17740747;4.940415668
2020-03-23 09:50:00+00:00;161.8273272;35.36659068;4.076033172
2020-03-23 10:00:00+00:00;202.2173281;41.25923161;4.285052442
2020-03-23 10:10:00+00:00;170.2073815;34.08623892;3.941910337
2020-03-23 10:20:00+00:00;268.0805053;55.06607829;4.668072033
2020-03-23 10:30:00+00:00;85.375072;5.669304411;3.939041947
2020-03-23 10:40:00+00:00;292.9797471;59.11385894;4.740629218
2020-03-23 10:50:00+00:00;39.21917849;-4.201437942;4.064805439
2020-03-23 11:00:00+00:00;272.7265174;55.54567061;4.637355383
2020-03-23 11:10:00+00:00;174.1900313;36.09492488;3.939457768
2020-03-23 11:20:00+00:00;338.0707806;66.56842694;5.072360956
2020-03-23 11:30:00+00:00;908.8295911;183.4161947;6.494063026
2020-03-23 11:40:00+00:00;661.4256194;134.9963844;6.538294189
2020-03-23 11:50:00+00:00;920.1911626;187.3047521;7.038631379
2020-03-23 12:00:00+00:00;1198.667261;240.5797611;7.371847074
2020-03-23 12:10:00+00:00;1201.645027;243.1724342;7.470773353
2020-03-23 12:20:00+00:00;1223.851309;247.9781535;7.455964206
2020-03-23 12:30:00+00:00;1121.580018;5.170598533;7.789949639
2020-03-23 12:40:00+00:00;1059.0634;38.49546878;7.360468084
2020-03-23 12:50:00+00:00;954.0846422;42.32605406;6.920088722
2020-03-23 13:00:00+00:00;1068.478326;6.584267906;7.182370212
2020-03-23 13:10:00+00:00;1281.567345;-12.59937526;7.566540829
2020-03-23 13:20:00+00:00;1569.005905;-53.67374305;8.422325874
2020-03-23 13:30:00+00:00;1080.108333;12.68504833;7.325344133
2020-03-23 13:40:00+00:00;1156.56618;18.80093835;7.421131284
2020-03-23 13:50:00+00:00;1429.261083;-30.78401114;7.887493983
2020-03-23 14:00:00+00:00;1197.077356;5.823960874;7.653257405
2020-03-23 14:10:00+00:00;1132.909781;-16.00467955;7.2706553
2020-03-23 14:20:00+00:00;993.8391074;-16.17333539;7.286883921
2020-03-23 14:30:00+00:00;853.4031872;15.94182971;6.835066522
2020-03-23 14:40:00+00:00;1359.049056;-56.98069694;7.865966272
2020-03-23 14:50:00+00:00;1458.55095;-94.45873506;8.120332972
2020-03-23 15:00:00+00:00;1341.509686;-97.24960768;7.671168121
2020-03-23 15:10:00+00:00;1523.747444;-117.1323872;8.276405033
2020-03-23 15:20:00+00:00;1404.571863;-91.37651038;8.294652147
2020-03-23 15:30:00+00:00;1275.725053;201.7462214;7.665768084
2020-03-23 15:40:00+00:00;1483.293074;301.0558242;8.085341674
2020-03-23 15:50:00+00:00;1694.979233;345.98148;8.973344094
2020-03-23 16:00:00+00:00;1233.036511;249.9433389;7.880452179
2020-03-23 16:10:00+00:00;1156.217386;233.0302444;7.745221856
2020-03-23 16:20:00+00:00;1338.543921;263.337119;7.99886463
2020-03-23 16:30:00+00:00;1161.976334;236.9405474;7.505673363
2020-03-23 16:40:00+00:00;843.4183167;168.7213017;7.090177533
2020-03-23 16:50:00+00:00;720.8050382;147.1914133;6.383793935
2020-03-23 17:00:00+00:00;759.1382533;152.807705;7.184027611
